,map,lang,speaker,text,nouns
48,2,eng,bot,"you'll spot another white dog chilling by a checkered picnic mat. keep on this path, you're doing great!",a checkered picnic mat
49,2,eng,human,ok I am past the checker board,the checker board
50,2,eng,bot,savour the moment. it's a scenic route!,the moment
51,2,eng,bot,"oh, forgot to mention, pick the north one",the north
52,2,eng,bot,"cross that wooden branch over the river and keep going, buddy!",that wooden branch
53,2,eng,bot,"cross that wooden branch over the river and keep going, buddy!",the river
54,2,eng,bot,"cross that wooden branch over the river and keep going, buddy!",buddy
55,2,eng,human,do I cross the bridge,the bridge
56,2,eng,bot,"nah, avoid the bridge for now",the bridge
57,2,eng,bot,"instead, take a detour around the green bush from the right side, keeping it close until you reach the florist stand. you're doing really well!",a detour
58,2,eng,bot,"instead, take a detour around the green bush from the right side, keeping it close until you reach the florist stand. you're doing really well!",the green bush
59,2,eng,bot,"instead, take a detour around the green bush from the right side, keeping it close until you reach the florist stand. you're doing really well!",the right side
60,2,eng,bot,"instead, take a detour around the green bush from the right side, keeping it close until you reach the florist stand. you're doing really well!",the florist stand
61,2,eng,human,I think I went the wrong way. I am behind the bridge in front of the flower stand,the wrong way
62,2,eng,bot,"keep going until you spot a big bridge with two people riding bicycles. don't cross the bridge though, just pass it",a big bridge
63,2,eng,human,Ok I am behind the flower stand,the flower stand
64,2,eng,bot,you'll be between them and a wooden branch. you're doing great!,a wooden branch
65,2,eng,human,ok now I am between the elderly people and the branch,the branch
66,2,eng,bot,"next, squeeze between the wooden branch and the bush, heading east",the wooden branch
67,2,eng,bot,"next, squeeze between the wooden branch and the bush, heading east",the bush
68,3,es,bot,"hey, q tal? empezamos el juego?",el juego
69,3,eng,bot,there's a dog chilling by a fire to the south. where should i head first?,a dog
70,3,eng,bot,there's a dog chilling by a fire to the south. where should i head first?,a fire
71,3,eng,bot,there's a dog chilling by a fire to the south. where should i head first?,the south
72,3,eng,human,Ok are you in a tent,a tent
73,3,eng,bot,"yes, i'm at the tent",the tent
74,3,eng,bot,should i start heading south towards the dog and the fire?,the dog
75,3,eng,bot,should i start heading south towards the dog and the fire?,the fire
76,3,eng,human,ok walk forward past the dog and take a left around the fire ,the dog
77,3,eng,human,ok walk forward past the dog and take a left around the fire ,a left
78,3,eng,human,ok walk forward past the dog and take a left around the fire ,the fire
79,3,eng,bot,"okay, passing by the dog",the dog
80,3,eng,bot,there's a red mushroom here to my right. is that where i'm supposed to go?,a red mushroom
81,3,eng,human,once past the fire walk past the mushrooms sticking to the edge of the gras and the road,the fire
82,3,eng,human,once past the fire walk past the mushrooms sticking to the edge of the gras and the road,the edge
83,3,eng,human,once past the fire walk past the mushrooms sticking to the edge of the gras and the road,the gras
84,3,eng,human,once past the fire walk past the mushrooms sticking to the edge of the gras and the road,the road
85,3,eng,bot,"got it, walking past the mushroom now, following the edge of the grass and the road",the mushroom
86,3,eng,bot,"got it, walking past the mushroom now, following the edge of the grass and the road",the edge
87,3,eng,bot,"got it, walking past the mushroom now, following the edge of the grass and the road",the grass
88,3,eng,bot,"got it, walking past the mushroom now, following the edge of the grass and the road",the road
89,3,eng,bot,a blue car and a blue telescope are up ahead. which one's my next stop?,a blue car
90,3,eng,bot,a blue car and a blue telescope are up ahead. which one's my next stop?,a blue telescope
91,3,eng,human,once past the mushroom you will hang a sharp right iand take the curve around to the telescope,the mushroom
92,3,eng,human,once past the mushroom you will hang a sharp right iand take the curve around to the telescope,a sharp right iand
93,3,eng,human,once past the mushroom you will hang a sharp right iand take the curve around to the telescope,the curve
94,3,eng,human,once past the mushroom you will hang a sharp right iand take the curve around to the telescope,the telescope
95,3,eng,bot,now i'm at the telescope. should i keep going south?,the telescope
96,3,eng,human,once you reach the telescope take a right and go around in front of it and walk forward until you reach the rocks and then the house is your destination,the telescope
97,3,eng,human,once you reach the telescope take a right and go around in front of it and walk forward until you reach the rocks and then the house is your destination,a right
98,3,eng,human,once you reach the telescope take a right and go around in front of it and walk forward until you reach the rocks and then the house is your destination,front
99,3,eng,human,once you reach the telescope take a right and go around in front of it and walk forward until you reach the rocks and then the house is your destination,the house
100,3,eng,human,once you reach the telescope take a right and go around in front of it and walk forward until you reach the rocks and then the house is your destination,your destination
101,3,eng,bot,i see those rocks and the wooden house up ahead. almost there,the wooden house
102,3,eng,human,did you reach the house,the house
103,3,eng,bot,guess this game's over. *finished*,this game
104,4,eng,bot,"turn right and you'll go past another tree. before you get to the third tree, make a sharp left and keep heading south",another tree
105,4,eng,human,south to which landmark,landmark
106,4,eng,bot,you'll see a cute brown puppy,a cute brown puppy
107,4,eng,bot,"go left of him, then tweak your path a bit to the left, and finally turn right heading south",your path
108,4,eng,bot,"go left of him, then tweak your path a bit to the left, and finally turn right heading south",a bit
109,4,eng,bot,"go left of him, then tweak your path a bit to the left, and finally turn right heading south",the left
110,4,eng,human,Ok I am to the rock below the dog,the rock
111,4,eng,human,Ok I am to the rock below the dog,the dog
112,4,eng,bot,you'll reach the water. easy peasy!,the water
113,4,eng,human,ok I have reached the crab is that it?,the crab
114,4,eng,human,ok i am between the shark and the ball,the shark
115,4,eng,human,ok i am between the shark and the ball,the ball
116,4,eng,bot,"okay cool, next you're gonna make a sharp right turn away from that shark",a sharp right turn
117,4,eng,bot,"okay cool, next you're gonna make a sharp right turn away from that shark",that shark
118,4,eng,bot,"great, now head back to the land, and go between the medium rock and that multicolored ball",the land
119,4,eng,bot,"great, now head back to the land, and go between the medium rock and that multicolored ball",the medium rock
120,4,eng,bot,"great, now head back to the land, and go between the medium rock and that multicolored ball",that multicolored ball
121,4,eng,human,ok i am directly behind the ball on the sand,the ball
122,4,eng,human,ok i am directly behind the ball on the sand,the sand
123,4,eng,human,ok I now see a kayak and a tent,a kayak
124,4,eng,human,ok I now see a kayak and a tent,a tent
125,4,eng,bot,"neatly circle around the tent and head south, but just before you touch the water, go right and slide under that red kayak",the tent
126,4,eng,bot,"neatly circle around the tent and head south, but just before you touch the water, go right and slide under that red kayak",the water
127,4,eng,bot,"neatly circle around the tent and head south, but just before you touch the water, go right and slide under that red kayak",that red kayak
128,1,es,bot,"hay una ramita a mi izquierda que conduce a una isla con un tigre. ¿Adónde vamos ahora, capitán?",una ramita
129,1,es,bot,"hay una ramita a mi izquierda que conduce a una isla con un tigre. ¿Adónde vamos ahora, capitán?",mi izquierda
130,1,es,bot,"hay una ramita a mi izquierda que conduce a una isla con un tigre. ¿Adónde vamos ahora, capitán?",una isla
131,1,es,bot,"hay una ramita a mi izquierda que conduce a una isla con un tigre. ¿Adónde vamos ahora, capitán?",un tigre
132,1,es,human,empezamos con el mapa,el mapa
133,1,eng,bot,I have a tiger to my left on a small island. Am I heading there?,a tiger
134,1,eng,bot,I have a tiger to my left on a small island. Am I heading there?,a small island
135,1,es,human,cruza la ramita hacia el loro,la ramita
136,1,es,human,cruza la ramita hacia el loro,el loro
137,1,eng,bot,Now I see a large parrot serving as my guide. Whats Next?,a large parrot
138,1,eng,bot,Now I see a large parrot serving as my guide. Whats Next?,my guide
139,1,eng,human,circle around the parrot to end at the rock path to the next island,the parrot
140,1,eng,human,circle around the parrot to end at the rock path to the next island,the rock path
141,1,eng,human,circle around the parrot to end at the rock path to the next island,the next island
142,1,es,bot,"loro y estoy mirando el camino rocoso hacia la siguiente isla. ¿Desde aquí hacia dónde, amigo?",loro
143,1,es,human,pasa al lado de la rana hacia el arbol verde,la rana
144,1,eng,bot,"alright, i see the frog",the frog
145,1,eng,bot,i'm walking toward the tree now,the tree
146,1,eng,human,walk back from the green tree next to the brown tree,the green tree
147,1,eng,human,walk back from the green tree next to the brown tree,the brown tree
148,1,es,bot,¿dirección?,dirección
149,1,eng,human,cross over the crocodile towards the large black rock,the crocodile
150,1,eng,human,cross over the crocodile towards the large black rock,the large black rock
151,1,eng,bot,"ok, just crossed over past the croc - felt a little adventurous, ha! at the big black rock now",the croc
152,1,es,bot,"¿Y ahora qué, jefe?",", jefe"
153,1,eng,human,"avoid the giraffe, get to the last branch",the giraffe
154,1,eng,human,"avoid the giraffe, get to the last branch",the last branch
155,1,eng,bot,"ok, this giraffe is dodged and i'm at the last branch now!",this giraffe
156,1,eng,bot,"ok, this giraffe is dodged and i'm at the last branch now!",the last branch
157,1,eng,human,cross over the python and reach the chest,the python
158,1,eng,human,cross over the python and reach the chest,the chest
159,1,eng,bot,"whoa, just crossed over the python, got my heart racing a bit there! i see the treasure chest now",the python
160,1,eng,bot,"whoa, just crossed over the python, got my heart racing a bit there! i see the treasure chest now",my heart
161,1,eng,bot,"whoa, just crossed over the python, got my heart racing a bit there! i see the treasure chest now",a bit
162,2,eng,human,crossed the path,the path
163,2,eng,bot,head back towards where our white dog buddy is sitting,our white dog buddy
164,2,eng,human,back on the other side,the other side
165,2,eng,human,near the white dog,the white dog
166,2,eng,human,next to the bowl,the bowl
167,2,eng,human,at the bridge,the bridge
168,2,eng,human,behind the bench,the bench
169,2,eng,bot,"good job! now, start moving east, continue to keep the branch and the bush beside each other",good job !
170,3,eng,bot,"so i'm at the north, there's a tent in front of me",the north
171,3,eng,bot,"so i'm at the north, there's a tent in front of me",a tent
172,3,eng,bot,"so i'm at the north, there's a tent in front of me",front
173,3,es,bot,"¿Adónde debo dirigirme ahora, amigo?",", amigo"
174,3,eng,human,"head to the tan trail, stay between the rocks an the 2 bushes",the tan trail
175,3,eng,bot,"alright, walking down the tan trail between those rocks and bushes",the tan trail
176,3,eng,human,stay on the trail until the campfire,the trail
177,3,eng,human,stay on the trail until the campfire,the campfire
178,3,eng,bot,"oki, staying on track",track
179,3,es,bot,Acabo de pasar al perro sentado cerca de la fogata. ¿a dónde me dirijo ahora?,el perro
180,3,es,bot,Acabo de pasar al perro sentado cerca de la fogata. ¿a dónde me dirijo ahora?,la fogata
181,3,eng,human,go around the campfire avoiding the dog and the bush,the campfire
182,3,eng,human,go around the campfire avoiding the dog and the bush,the dog
183,3,eng,human,go around the campfire avoiding the dog and the bush,the bush
184,3,eng,bot,"sorted, i've passed the fire and avoided the dog and bush",the fire
185,3,eng,bot,"sorted, i've passed the fire and avoided the dog and bush",the dog and bush
186,3,eng,human,get back on the trail and head towards the blue car,the trail
187,3,eng,human,get back on the trail and head towards the blue car,the blue car
188,3,eng,human,turn around and stay on the path around the bush next to the blue car,the path
189,3,eng,human,turn around and stay on the path around the bush next to the blue car,the bush
190,3,eng,human,turn around and stay on the path around the bush next to the blue car,the blue car
191,3,eng,bot,"rooger that, moving along the path around the bush next to the blue car",the path
192,3,eng,bot,"rooger that, moving along the path around the bush next to the blue car",the bush
193,3,eng,bot,"rooger that, moving along the path around the bush next to the blue car",the blue car
194,3,eng,bot,"what's next, my friend?",my friend
195,3,eng,human,stay on the path and go between the telescope and the green bush,the path
196,3,eng,human,stay on the path and go between the telescope and the green bush,the telescope
197,3,eng,human,stay on the path and go between the telescope and the green bush,the green bush
198,3,es,bot,"Estoy en ello, deslizándome entre el telescopio y el arbusto verde.",el telescopio
199,3,eng,human,cut between the telescope and the next green bush to get back on the trail,the telescope
200,3,eng,human,cut between the telescope and the next green bush to get back on the trail,the next green bush
201,3,eng,human,cut between the telescope and the next green bush to get back on the trail,the trail
202,3,eng,bot,"done my friend, back on the trail again, passed the telescope and the green bush",my friend
203,3,eng,bot,"done my friend, back on the trail again, passed the telescope and the green bush",the trail
204,3,eng,bot,"done my friend, back on the trail again, passed the telescope and the green bush",the telescope
205,3,eng,bot,"done my friend, back on the trail again, passed the telescope and the green bush",the green bush
206,3,eng,human,stay on the trail until it starts curving south,the trail
207,3,eng,bot,"sure, staying on the trail until it starts to curve south",the trail
208,3,eng,bot,"sure, staying on the trail until it starts to curve south",south
209,3,eng,human,walk on the pasture avoiding the yellow flower,the pasture
210,3,eng,human,walk on the pasture avoiding the yellow flower,the yellow flower
211,3,eng,bot,"cracking, i'm avoiding the yellow flower and walking across the pasture",the yellow flower
212,3,eng,bot,"cracking, i'm avoiding the yellow flower and walking across the pasture",the pasture
213,3,eng,human,cut across the ring of rock to the cabin,the ring
214,3,eng,human,cut across the ring of rock to the cabin,rock
215,3,eng,human,cut across the ring of rock to the cabin,the cabin
216,3,eng,bot,"cutting through the rocks, cabin is in sight",cabin
217,3,eng,bot,"cutting through the rocks, cabin is in sight",sight
218,3,eng,human,get to the cabin,the cabin
219,3,es,bot,"¡Muy bien, ya llegué a la cabaña, amigo! *finalizado*",la cabaña
220,3,es,bot,"¡Muy bien, ya llegué a la cabaña, amigo! *finalizado*",", amigo"
221,4,es,bot,Gire a la izquierda antes del tercer árbol y siga hacia el sur.,la izquierda
222,4,es,bot,Gire a la izquierda antes del tercer árbol y siga hacia el sur.,el sur
223,4,es,human,estoy frente al perro,perro
224,4,eng,human,im at the tip of the rock,the tip
225,4,eng,human,im at the tip of the rock,the rock
226,4,es,bot,dirígete directamente al agua,el agua
227,4,es,human,estoy en la orilla,la orilla
228,4,eng,bot,"nice, now let's get a li'l wet! go straight into the water until a big red crab greets you!",a li'l
229,4,eng,human,between the rocks and the crab,the crab
230,4,es,bot,"Ahora gira a la derecha, mantente cerca de esa gran roca y continúa hacia el oeste en el agua.",la derecha
231,4,es,bot,"Ahora gira a la derecha, mantente cerca de esa gran roca y continúa hacia el oeste en el agua.",el oeste
232,4,es,bot,"Ahora gira a la derecha, mantente cerca de esa gran roca y continúa hacia el oeste en el agua.",el agua
233,4,eng,bot,"after you pass a medium-sized rock, look out for a shark",a shark
234,4,eng,human,back on the beach,the beach
235,4,es,human,pase el balon,el balon
236,4,eng,bot,there's a red tent and a speaker - you got to cruise right between them,a red tent
237,4,eng,bot,there's a red tent and a speaker - you got to cruise right between them,a speaker
238,4,eng,human,past the tent,the tent
239,4,es,bot,"después de eso, dirígete hacia el sur",el sur
240,4,eng,human,at the small rock with moss,the small rock
241,4,eng,human,at the small rock with moss,moss
242,4,eng,bot,"cool, now hold back from touching the water! veer right and go beneath that red kayak over there",the water
243,4,eng,human,at the kayak,the kayak
244,1,es,human,ve a la isla con el tigre,la isla
245,1,es,human,ve a la isla con el tigre,el tigre
246,1,eng,bot,"here we go, I'm now on tiger island",tiger island
247,1,eng,human,"from there go around the parrot and between the parrot and elephant, over the rocks and underneath the frog",the parrot
248,1,eng,human,"from there go around the parrot and between the parrot and elephant, over the rocks and underneath the frog",the parrot and elephant
249,1,eng,human,"from there go around the parrot and between the parrot and elephant, over the rocks and underneath the frog",the frog
250,1,es,bot,"Muy bien, acabo de pasar la rana.",la rana
251,1,es,human,Cruza el caimán y pasa por debajo de la jirafa.,el caimán
252,1,es,human,Cruza el caimán y pasa por debajo de la jirafa.,la jirafa
253,1,eng,bot,"well, I've already crossed the alligator and I'm close to the giraffe",the alligator
254,1,eng,bot,"well, I've already crossed the alligator and I'm close to the giraffe",the giraffe
255,1,eng,human,cross the log south of the giraffe and go across the snake to reach the treasure chest ,the log
256,1,eng,human,cross the log south of the giraffe and go across the snake to reach the treasure chest ,the giraffe
257,1,eng,human,cross the log south of the giraffe and go across the snake to reach the treasure chest ,the snake
258,1,eng,human,cross the log south of the giraffe and go across the snake to reach the treasure chest ,the treasure chest
259,1,es,bot,"Listo, acabo de pasar la serpiente y ahora estoy parado al lado del cofre del tesoro. *finalizado*",la serpiente
260,1,es,bot,"Listo, acabo de pasar la serpiente y ahora estoy parado al lado del cofre del tesoro. *finalizado*",el tesoro
261,2,eng,bot,"First, go a little to the left, passing under a wooden bench and cross a path towards a florist's stand. don't get to the position yet",the left
262,2,eng,bot,"First, go a little to the left, passing under a wooden bench and cross a path towards a florist's stand. don't get to the position yet",a wooden bench
263,2,eng,bot,"First, go a little to the left, passing under a wooden bench and cross a path towards a florist's stand. don't get to the position yet",a path
264,2,eng,bot,"First, go a little to the left, passing under a wooden bench and cross a path towards a florist's stand. don't get to the position yet",a florist 's
265,2,eng,bot,"Now, step over the tree branch that's in your way, and keep heading south until you find another white dog sitting next to a red and white checkered picnic blanket",the tree branch
266,2,eng,bot,"Now, step over the tree branch that's in your way, and keep heading south until you find another white dog sitting next to a red and white checkered picnic blanket",your way
267,2,eng,bot,"Now, step over the tree branch that's in your way, and keep heading south until you find another white dog sitting next to a red and white checkered picnic blanket",another white dog
268,2,es,bot,sigue caminando hacia el oeste desde allí,el oeste
269,2,eng,bot,"Next you will see a wooden branch crossing the path across a river, cross that branch to the north",a wooden branch
270,2,eng,bot,"Next you will see a wooden branch crossing the path across a river, cross that branch to the north",the path
271,2,eng,bot,"Next you will see a wooden branch crossing the path across a river, cross that branch to the north",a river
272,2,eng,bot,"Next you will see a wooden branch crossing the path across a river, cross that branch to the north",that branch
273,2,eng,bot,"Next you will see a wooden branch crossing the path across a river, cross that branch to the north",the north
274,2,es,bot,Verás a dos personas pasando en bicicleta. Continúe pasando el puente en dirección oeste.,dos personas
275,2,es,bot,Verás a dos personas pasando en bicicleta. Continúe pasando el puente en dirección oeste.,bicicleta
276,2,eng,bot,"Now you will see two old men reading newspapers on a bench, pass by them",a bench
277,2,eng,human,Is that the end of the path?,the end
278,2,eng,human,Is that the end of the path?,the path
279,3,es,human,"Dirígete hacia el sur y hacia la izquierda de ambos arbustos y ve justo debajo del perro, luego dirígete justo al norte del fuego.",el sur
280,3,es,human,"Dirígete hacia el sur y hacia la izquierda de ambos arbustos y ve justo debajo del perro, luego dirígete justo al norte del fuego.",la izquierda
281,3,es,human,"Dirígete hacia el sur y hacia la izquierda de ambos arbustos y ve justo debajo del perro, luego dirígete justo al norte del fuego.",ambos arbustos
282,3,es,human,"Dirígete hacia el sur y hacia la izquierda de ambos arbustos y ve justo debajo del perro, luego dirígete justo al norte del fuego.",el perro
283,3,es,human,"Dirígete hacia el sur y hacia la izquierda de ambos arbustos y ve justo debajo del perro, luego dirígete justo al norte del fuego.",el fuego
284,3,eng,human,Once you are north of the fire go directly below the mushrooms and then go just north of the hood of the car. ,the fire
285,3,eng,human,Once you are north of the fire go directly below the mushrooms and then go just north of the hood of the car. ,the hood
286,3,eng,human,Once you are north of the fire go directly below the mushrooms and then go just north of the hood of the car. ,the car
287,3,es,bot,"Bien, ahora estoy al norte del auto.",el auto
288,3,es,human,"Desde justo al norte del capó del auto, siga el camino de tierra desde justo encima del auto hasta justo al norte del telescopio.",el auto
289,3,es,human,"Desde justo al norte del capó del auto, siga el camino de tierra desde justo encima del auto hasta justo al norte del telescopio.",tierra
290,3,es,human,"Desde justo al norte del capó del auto, siga el camino de tierra desde justo encima del auto hasta justo al norte del telescopio.",el auto
291,3,es,human,"Desde justo al norte del capó del auto, siga el camino de tierra desde justo encima del auto hasta justo al norte del telescopio.",el telescopio
292,3,eng,bot,now i'm standing just north of the telescope. what's the next move?,the telescope
293,3,eng,human,Go around the top of the telescope slightly and go to the left of the bush below it. You will go between the bush and the legs of the telescope until you get to the dirt path again,the top
294,3,eng,human,Go around the top of the telescope slightly and go to the left of the bush below it. You will go between the bush and the legs of the telescope until you get to the dirt path again,the telescope
295,3,eng,human,Go around the top of the telescope slightly and go to the left of the bush below it. You will go between the bush and the legs of the telescope until you get to the dirt path again,the left
296,3,eng,human,Go around the top of the telescope slightly and go to the left of the bush below it. You will go between the bush and the legs of the telescope until you get to the dirt path again,the bush
297,3,es,bot,"hecho, estoy de vuelta en el camino de tierra",vuelta
298,3,es,bot,"hecho, estoy de vuelta en el camino de tierra",tierra
299,3,eng,bot,"Alright, I'm at the third rock now",the third rock
300,3,eng,bot,"what's next, friend?",friend
301,3,eng,human,Once you get there go between the rocks up to the front of the cabin,the front
302,3,eng,human,Once you get there go between the rocks up to the front of the cabin,the cabin
303,3,eng,bot,thanks very much buddy,thanks
304,4,eng,bot,"then, before hitting the third palm, make a sharp left. head south from there. cool, isn't it?",the third palm
305,4,eng,bot,"then, before hitting the third palm, make a sharp left. head south from there. cool, isn't it?",a sharp left
306,4,es,bot,"Ahora, después de unos pocos pasos, verás un cachorro marrón.",unos pocos pasos
307,4,es,bot,"quédese en su lado izquierdo, gire suavemente hacia la izquierda y luego gire a la derecha hacia el sur. ¡sigue adelante!",la izquierda
308,4,es,bot,"quédese en su lado izquierdo, gire suavemente hacia la izquierda y luego gire a la derecha hacia el sur. ¡sigue adelante!",la derecha
309,4,es,bot,"quédese en su lado izquierdo, gire suavemente hacia la izquierda y luego gire a la derecha hacia el sur. ¡sigue adelante!",el sur
310,4,es,human,He llegado a ese lugar. ¿Adónde debería ir ahora?,ese lugar
311,4,eng,bot,"Continue between them until you reach the water. How are you doing so far, friend?",the water
312,4,eng,human,I am doing well buddy. Where to next? Can you be a little more detailed and give more instructions at once,well buddy
313,4,es,bot,"Después de eso, verás un tiburón. gire bruscamente a la derecha cuando lo vea. ¡lo tienes!",un tiburón
314,4,eng,bot,"now, return to dry land",dry land
315,4,eng,human,I am on dry land. We must hurry friend,dry land
316,4,es,bot,"pasa entre una tienda de campaña a tu izquierda y un gran altavoz a tu derecha, luego rodea la tienda y dirígete hacia el sur, pero no hasta el agua.",campaña
317,4,es,bot,"pasa entre una tienda de campaña a tu izquierda y un gran altavoz a tu derecha, luego rodea la tienda y dirígete hacia el sur, pero no hasta el agua.",tu izquierda
318,4,es,bot,"pasa entre una tienda de campaña a tu izquierda y un gran altavoz a tu derecha, luego rodea la tienda y dirígete hacia el sur, pero no hasta el agua.",tu derecha
319,4,es,bot,"pasa entre una tienda de campaña a tu izquierda y un gran altavoz a tu derecha, luego rodea la tienda y dirígete hacia el sur, pero no hasta el agua.",la tienda
320,4,es,bot,"pasa entre una tienda de campaña a tu izquierda y un gran altavoz a tu derecha, luego rodea la tienda y dirígete hacia el sur, pero no hasta el agua.",el sur
321,4,es,bot,"pasa entre una tienda de campaña a tu izquierda y un gran altavoz a tu derecha, luego rodea la tienda y dirígete hacia el sur, pero no hasta el agua.",el agua
322,4,eng,bot,stick right until you spot a small green bush. and there you are! you reached the final spot! how was that for a twisty little adventure?,a small green bush
323,1,es,bot,"hey, q tal? empezamos el juego?",el juego
324,1,es,bot,¿a dónde vamos ahora amigo?,amigo
325,1,es,human,Un momento.,Un momento
326,1,es,bot,"seguro, sin prisa",prisa
327,1,es,human,Ves un loro?,un loro
328,1,es,bot,"claro, el loro está en un árbol en una isla grande al suroeste del tigre",el loro
329,1,es,bot,"claro, el loro está en un árbol en una isla grande al suroeste del tigre",un árbol
330,1,es,bot,"claro, el loro está en un árbol en una isla grande al suroeste del tigre",el tigre
331,1,es,human,Tienes que pasar las piedras que estan en el agua y alli esta una rana.,el agua
332,1,es,human,Tienes que pasar las piedras que estan en el agua y alli esta una rana.,una rana
333,1,es,bot,"vale, crucé las tres rocas y ahora estoy con la rana",las tres rocas
334,1,es,bot,"vale, crucé las tres rocas y ahora estoy con la rana",la rana
335,1,es,human,Camina sobre al caiman para llegar a la jirafa.,el caiman
336,1,es,human,Camina sobre al caiman para llegar a la jirafa.,la jirafa
337,1,es,bot,"bueno, pasé al caimán y ahora estoy con la jirafa",a el caimán
338,1,es,bot,"bueno, pasé al caimán y ahora estoy con la jirafa",la jirafa
339,1,es,bot,¿dónde vamos a continuación?,continuación
340,1,es,human,Hay una ramita que conduce a la serpiente.  Mas alla de la serpiente esta el tesoro.,la serpiente
341,1,es,bot,¡increíble! vi unas dos pasos más y encontré el tesoro *terminado*,el tesoro
342,2,es,bot,"genial! primero, muevete hacia el oeste pasando debajo de una banca de madera",el oeste
343,2,es,bot,"genial! primero, muevete hacia el oeste pasando debajo de una banca de madera",madera
344,2,es,bot,vas a cruzar un sendero hacia un puesto de flores,un sendero
345,2,es,bot,vas a cruzar un sendero hacia un puesto de flores,flores
